#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PS832,SAMN03222590,PRJNA268543,GCA_000789295.1,Complete,4.21537,43.5,chromosome:NZ_CP010053.1/CP010053.1,,1,4251,2014-12-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/295/GCA_000789295.1_ASM78929v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/789/295/GCF_000789295.1_ASM78929v1
Bacillus subtilis subsp. subtilis str. 168,Bacteria;Terrabacteria group;Firmicutes,168,SAMN30494013,PRJNA846324,GCA_024917115.1,Complete,4.21517,43.5,chromosome:NZ_CP103783.1/CP103783.1,,1,4253,2022-09-04T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/917/115/GCF_024917115.1_ASM2491711v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,A1 - Midalam,SAMN19136531,PRJNA729632,GCA_018454405.1,Complete,4.21511,43.5,chromosome:NZ_CP075344.1/CP075344.1,,1,4169,2021-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/454/405/GCA_018454405.1_ASM1845440v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/454/405/GCF_018454405.1_ASM1845440v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,168G,SAMN05526243,PRJNA268543,GCA_001703495.1,Complete,4.21481,43.5,chromosome:NZ_CP016852.1/CP016852.1,,1,4255,2016-08-11T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/703/495/GCF_001703495.1_ASM170349v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6134,SAMEA8103441,PRJEB43128,GCA_905315395.1,Contig,4.21474,43.5,,CAJNQJ01,41,4270,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/315/395/GCA_905315395.1_NRS6134,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/315/395/GCF_905315395.1_NRS6134
Bacillus subtilis subsp. subtilis str. SMY,Bacteria;Terrabacteria group;Firmicutes,SMY,SAMN02469322,PRJNA29851,GCA_000155375.1, Chromosome,4.21464,43.5,chromosome:NZ_CM000490.1/CM000490.1,ABQN01,1,4125,2008-07-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/375/GCA_000155375.1_ASM15537v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/375/GCF_000155375.1_ASM15537v1
Bacillus subtilis subsp. subtilis str. 168,Bacteria;Terrabacteria group;Firmicutes,168,SAMN02469327,PRJNA29889,GCA_000155325.1, Chromosome,4.21455,43.5,chromosome:NZ_CM000487.1/CM000487.1,ABQK01,1,4124,2008-07-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/325/GCA_000155325.1_ASM15532v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/325/GCF_000155325.1_ASM15532v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,WB800N,SAMN10036094,PRJNA490410,GCA_003610955.1,Complete,4.21417,43.5,chromosome:NZ_CP032310.1/CP032310.1,,1,4232,2018-10-03T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/610/955/GCF_003610955.1_ASM361095v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,KH2,SAMN06060088,PRJNA355020,GCA_001890405.1,Complete,4.21243,43.4049,chromosome:NZ_CP018184.1/CP018184.1; plasmid unnamed:NZ_CP018185.1/CP018185.1,,2,4156,2016-12-07T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/405/GCF_001890405.1_ASM189040v1
Bacillus subtilis subsp. subtilis str. SMY,Bacteria;Terrabacteria group;Firmicutes,SMY,SAMN14448286,PRJNA615188,GCA_012030675.1,Complete,4.21243,43.5,chromosome:NZ_CP050532.1/CP050532.1,,1,4231,2020-04-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/030/675/GCA_012030675.1_ASM1203067v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/030/675/GCF_012030675.1_ASM1203067v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,KCTC 3135,SAMN04281244,PRJNA302835,GCA_001697265.1,Complete,4.21134,43.5,chromosome:NZ_CP015375.1/CP015375.1,,1,4259,2016-08-02T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/265/GCF_001697265.1_ASM169726v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,179-C6.1 HS,SAMN19102931,PRJNA728748,GCA_019037965.1,Scaffold,4.21108,43.4,,JAHHZA01,14,4134,2021-06-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/037/965/GCA_019037965.1_ASM1903796v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/037/965/GCF_019037965.1_ASM1903796v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103622,SAMN10796308,PRJNA516722,GCA_004119835.1,Complete,4.21089,43.5271,chromosome:NZ_CP035411.1/CP035411.1; plasmid unnamed1:NZ_CP035412.1/CP035412.1,,2,4139,2019-01-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/119/835/GCF_004119835.1_ASM411983v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM102748,SAMN08707591,PRJNA438180,GCA_009913515.1,Complete,4.2108,43.6,chromosome:NZ_CP028212.1/CP028212.1,,1,4208,2020-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/913/515/GCF_009913515.1_ASM991351v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6131,SAMEA8103439,PRJEB43128,GCA_905315025.1,Contig,4.21063,43.2,,CAJNQD01,45,4257,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/315/025/GCA_905315025.1_NRS6131,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/315/025/GCF_905315025.1_NRS6131
Bacillus subtilis KCTC 1028 = ATCC 6051a,Bacteria;Terrabacteria group;Firmicutes,DE0213,SAMN11792373,PRJNA543692,GCA_007677755.1,Scaffold,4.20991,43.3,,VEDH01,173,4308,2019-07-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/677/755/GCF_007677755.1_ASM767775v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,18-3,SAMN07267340,PRJNA390877,GCA_010578165.1,Scaffold,4.2097,43.3,,NJRE01,18,4240,2020-02-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/578/165/GCA_010578165.1_ASM1057816v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/578/165/GCF_010578165.1_ASM1057816v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,s-16,SAMN16416354,PRJNA668645,GCA_018884165.1,Complete,4.2095,43.5,chromosome:NZ_CP063150.1/CP063150.1,,1,4144,2021-06-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/884/165/GCA_018884165.1_ASM1888416v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/884/165/GCF_018884165.1_ASM1888416v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,MH-1,SAMN10225145,PRJNA495412,GCA_003665235.1,Complete,4.20935,43.2783,chromosome:NZ_CP032853.1/CP032853.1; plasmid unnamed1:NZ_CP032854.1/CP032854.1,,2,4115,2018-10-17T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/665/235/GCF_003665235.1_ASM366523v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,7PJ-16,SAMN07259745,PRJNA391232,GCA_009866865.1,Complete,4.20904,43.3,chromosome:NZ_CP023409.1/CP023409.1,,1,4272,2020-01-14T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/866/865/GCF_009866865.1_ASM986686v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,s2,SAMN18385656,PRJNA715845,GCA_017592405.1,Contig,4.20868,43.3,,JAGFNE01,44,4150,2021-03-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/592/405/GCA_017592405.1_ASM1759240v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/592/405/GCF_017592405.1_ASM1759240v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BEST3096,SAMD00163110,PRJDB8028,GCA_019704355.1,Complete,4.20705,43.5,chromosome:NZ_AP024622.1/AP024622.1,,1,4217,2021-05-14T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/355/GCA_019704355.1_ASM1970435v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/355/GCF_019704355.1_ASM1970435v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103886,SAMN10742278,PRJNA515109,GCA_004101365.1,Complete,4.20613,43.3,chromosome:NZ_CP035162.1/CP035162.1,,1,4086,2019-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/365/GCF_004101365.1_ASM410136v1
Bacillus subtilis gtP20b,Bacteria;Terrabacteria group;Firmicutes,gtP20b,SAMN02472163,PRJNA53249,GCA_000183765.2,Contig,4.20577,44,,AEHM01,88,4047,2010-12-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/765/GCA_000183765.2_ASM18376v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/765/GCF_000183765.1_ASM18376v2
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,QYCK 26,SAMN25064062,PRJNA798255,GCA_023614045.1,Contig,4.20507,43.4,,JAKKEO01,18,4178,2022-05-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/614/045/GCA_023614045.1_ASM2361404v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/614/045/GCF_023614045.1_ASM2361404v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PLSSC,SAMN09662699,PRJNA481190,GCA_025767725.1, Chromosome,4.20477,43.6,chromosome:CP031129.1,,1,4219,2022-10-20T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/767/725/GCF_025767725.1_ASM2576772v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,29R7-12,SAMN05920240,PRJNA349089,GCA_001902555.1,Complete,4.20405,43.4008,chromosome:NZ_CP017763.1/CP017763.1; plasmid unnamed1:NZ_CP017764.1/CP017764.1; plasmid unnamed2:NZ_CP017765.1/CP017765.1,,3,4150,2016-12-09T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/902/555/GCF_001902555.1_ASM190255v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6206,SAMEA8103459,PRJEB43128,GCA_905319815.1,Contig,4.20398,43.5,,CAJNRA01,39,4228,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/319/815/GCA_905319815.1_NRS6206,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/319/815/GCF_905319815.1_NRS6206
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,GFR-12,SAMN10225144,PRJNA495411,GCA_003665195.1,Complete,4.20296,43.3,chromosome:NZ_CP032852.1/CP032852.1,,1,4086,2018-10-17T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/665/195/GCF_003665195.1_ASM366519v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,168(rho10),SAMN16794160,PRJNA678363,GCA_015645665.1,Contig,4.20253,43.4,,JADOXS01,33,4217,2020-11-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/645/665/GCA_015645665.1_ASM1564566v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/645/665/GCF_015645665.1_ASM1564566v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,168(rho14),SAMN16794161,PRJNA678363,GCA_015645655.1,Contig,4.20121,43.4,,JADOXR01,27,4210,2020-11-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/645/655/GCA_015645655.1_ASM1564565v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/645/655/GCF_015645655.1_ASM1564565v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,CV16,SAMN16330026,PRJNA666880,GCA_014879275.1,Complete,4.20088,43.7,chromosome:NZ_CP062497.1/CP062497.1,,1,4134,2020-10-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/879/275/GCA_014879275.1_ASM1487927v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/879/275/GCF_014879275.1_ASM1487927v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BJ3-2,SAMN08275181,PRJNA427857,GCA_002893805.1,Complete,4.20049,43.6759,chromosome:NZ_CP025941.1/CP025941.1; plasmid unnamed:NZ_CP025942.1/CP025942.1,,2,4139,2018-01-21T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/893/805/GCF_002893805.1_ASM289380v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,B4070,SAMN03174420,PRJNA266797,GCA_000830675.1,Scaffold,4.19962,43.4,,JXHM01,135,4252,2015-02-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/675/GCA_000830675.1_ASM83067v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/675/GCF_000830675.1_ASM83067v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,SSJ-1,SAMN10225188,PRJNA495416,GCA_003665255.1,Complete,4.19943,43.6,chromosome:NZ_CP032860.1/CP032860.1,,1,4180,2018-10-17T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/665/255/GCF_003665255.1_ASM366525v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM101441,SAMN07125936,PRJNA386754,GCA_002173615.1,Complete,4.19928,43.2906,chromosome:NZ_CP021507.1/CP021507.1; plasmid pBL1441-1:NZ_CP021508.1/CP021508.1,,2,4091,2017-06-06T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/615/GCF_002173615.1_ASM217361v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MPF 24,SAMN27922037,PRJNA832800,GCA_023713145.1,Contig,4.19927,43.9,,JAMAWT01,168,4228,2022-06-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/713/145/GCA_023713145.1_ASM2371314v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/713/145/GCF_023713145.1_ASM2371314v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6127,SAMEA8103437,PRJEB43128,GCA_905315045.1,Contig,4.19899,43.4,,CAJNQC01,58,4227,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/315/045/GCA_905315045.1_NRS6127,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/315/045/GCF_905315045.1_NRS6127
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,At3,SAMN14479761,PRJNA616328,GCA_012647565.1,Complete,4.19784,43.9,chromosome:NZ_CP051462.1/CP051462.1,,1,3958,2020-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/647/565/GCA_012647565.1_ASM1264756v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/647/565/GCF_012647565.1_ASM1264756v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,M112,SAMN02643342,PRJNA238336,GCA_002142535.1,Contig,4.19752,42.9,,JFBO01,166,4086,2017-05-16T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/535/GCF_002142535.1_ASM214253v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,DKU_NT_03,SAMN07482641,PRJNA384709,GCA_002269195.1,Complete,4.19603,43.3,chromosome:NZ_CP022891.1/CP022891.1,,1,4084,2017-08-24T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/195/GCF_002269195.1_ASM226919v1
Bacillus subtilis subsp. natto,Bacteria;Terrabacteria group;Firmicutes,Bacillus subtilis 'natto',SAMN29939557,PRJNA607328,GCA_024507815.1,Complete,4.19565,43.4083,chromosome:NZ_CP101933.1/CP101933.1; plasmid pBsFELIX380.1:NZ_CP101934.1/CP101934.1; plasmid pBsFELIX380.2:NZ_CP101935.1/CP101935.1,,3,4153,2022-08-03T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/507/815/GCF_024507815.1_ASM2450781v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,HRBS-10TDI13,SAMN03764478,PRJNA286056,GCA_001747445.1,Complete,4.19542,43.2906,chromosome:NZ_CP015222.1/CP015222.1; plasmid unnamed:NZ_CP015223.1/CP015223.1,,2,4090,2016-09-28T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/445/GCF_001747445.1_ASM174744v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SZMC 6179J,SAMN04585399,PRJNA316530,GCA_001604995.1,Complete,4.1952,43.6,chromosome:NZ_CP015004.1/CP015004.1,,1,4231,2016-03-31T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/604/995/GCF_001604995.1_ASM160499v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,3NA,SAMN03265456,PRJNA270310,GCA_000827065.1,Complete,4.1951,43.6,chromosome:NZ_CP010314.1/CP010314.1,,1,4224,2015-01-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/065/GCA_000827065.1_ASM82706v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/065/GCF_000827065.1_ASM82706v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BEST3102,SAMD00163111,PRJDB8028,GCA_019704375.1,Complete,4.19501,43.6,chromosome:NZ_AP024623.1/AP024623.1,,1,4202,2021-05-14T23:04:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/375/GCA_019704375.1_ASM1970437v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/375/GCF_019704375.1_ASM1970437v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BEST3095,SAMD00163109,PRJDB8028,GCA_019704335.1,Complete,4.19493,43.5,chromosome:NZ_AP024621.1/AP024621.1,,1,4220,2021-05-14T23:03:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/335/GCA_019704335.1_ASM1970433v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/335/GCF_019704335.1_ASM1970433v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BEST3136,SAMD00163115,PRJDB8028,GCA_019704455.1,Complete,4.19434,43.5,chromosome:NZ_AP024627.1/AP024627.1,,1,4161,2021-05-14T23:05:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/455/GCA_019704455.1_ASM1970445v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/455/GCF_019704455.1_ASM1970445v1
Bacillus subtilis J24,Bacteria;Terrabacteria group;Firmicutes,J24,SAMN02744108,PRJNA202330,GCA_007829515.1,Scaffold,4.1943,43.4,,VLJI01,27,4211,2019-08-02T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/829/515/GCF_007829515.1_ASM782951v1
Bacillus subtilis subsp. natto,Bacteria;Terrabacteria group;Firmicutes,CGMCC 2108,SAMN04437026,PRJNA309599,GCA_001565875.1,Complete,4.19375,43.407,chromosome:NZ_CP014471.1/CP014471.1; plasmid unnamed1:NZ_CP014472.1/CP014472.1; plasmid unnamed2:NZ_CP014473.1/CP014473.1,,3,4136,2016-02-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/875/GCF_001565875.1_ASM156587v1
Bacillus subtilis subsp. subtilis str. AG1839,Bacteria;Terrabacteria group;Firmicutes,AG1839,SAMN02841094,PRJNA172448,GCA_000699525.1,Complete,4.19364,43.5,chromosome:NZ_CP008698.1/CP008698.1,,1,4241,2014-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/525/GCA_000699525.1_ASM69952v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/525/GCF_000699525.1_ASM69952v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BEST3109,SAMD00163113,PRJDB8028,GCA_019704415.1,Complete,4.19279,43.5,chromosome:NZ_AP024625.1/AP024625.1,,1,4190,2021-05-14T23:04:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/415/GCA_019704415.1_ASM1970441v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/415/GCF_019704415.1_ASM1970441v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,FB6-3,SAMN09641676,PRJNA480558,GCA_003515125.1, Chromosome,4.19272,44.5,chromosome:NZ_CP032089.1/CP032089.1,,1,3878,2018-09-10T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/125/GCF_003515125.1_ASM351512v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,NCD-2,SAMN07672787,PRJNA408006,GCA_002556525.1,Complete,4.19262,43.5,chromosome:CP023755.1,,1,0,2017-10-16T00:00:00Z,,
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BEST3106,SAMD00163112,PRJDB8028,GCA_019704395.1,Complete,4.19262,43.5,chromosome:NZ_AP024624.1/AP024624.1,,1,4201,2021-05-14T23:04:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/395/GCA_019704395.1_ASM1970439v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/395/GCF_019704395.1_ASM1970439v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6153,SAMEA8103446,PRJEB43128,GCA_905315705.1,Contig,4.19144,43.7,,CAJNQM01,64,4266,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/315/705/GCA_905315705.1_NRS6153,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/315/705/GCF_905315705.1_NRS6153
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,HU Biol-II,SAMN08472501,PRJNA433216,GCA_002925885.1,Scaffold,4.19136,43.9,,PRDC01,20,4059,2018-02-12T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/925/885/GCF_002925885.1_ASM292588v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,A-5,SAMN27488130,PRJNA824974,GCA_024733955.1, Chromosome,4.19078,43.4036,chromosome:NZ_JALJVV010000001.1/; plasmid pA:NZ_JALJVV010000002.1/; plasmid pB:NZ_JALJVV010000003.1/,JALJVV01,3,8289,2022-08-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/733/955/GCF_024733955.1_ASM2473395v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,JNFE1126,SAMN16801779,PRJNA678455,GCA_021497525.1,Complete,4.19077,43.4071,chromosome:NZ_CP070485.1/CP070485.1; plasmid pJNFE1126A:NZ_CP070486.1/CP070486.1; plasmid pJNFE1126B:NZ_CP070487.1/CP070487.1,,3,4138,2022-01-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/497/525/GCA_021497525.1_ASM2149752v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/497/525/GCF_021497525.1_ASM2149752v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6116,SAMEA8103433,PRJEB43128,GCA_905311385.1,Contig,4.19075,43.6,,CAJNPW01,38,4253,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/311/385/GCA_905311385.1_NRS6116,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/311/385/GCF_905311385.1_NRS6116
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,CH311,SAMN14448131,PRJNA615382,GCA_012030395.1,Scaffold,4.19043,43.6,,JAAUXF01,5,4188,2020-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/030/395/GCA_012030395.1_ASM1203039v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/030/395/GCF_012030395.1_ASM1203039v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BEST3125,SAMD00163114,PRJDB8028,GCA_019704435.1,Complete,4.19003,43.5,chromosome:NZ_AP024626.1/AP024626.1,,1,4174,2021-05-14T23:05:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/435/GCA_019704435.1_ASM1970443v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/435/GCF_019704435.1_ASM1970443v1
Bacillus subtilis subsp. natto,Bacteria;Terrabacteria group;Firmicutes,BN0,SAMN17608139,PRJNA695238,GCA_022701095.1,Complete,4.18936,43.4071,chromosome:NZ_CP070844.1/CP070844.1; plasmid p1:NZ_CP070845.1/CP070845.1; plasmid p2:NZ_CP070846.1/CP070846.1,,3,4137,2022-03-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/701/095/GCA_022701095.1_ASM2270109v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/701/095/GCF_022701095.1_ASM2270109v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6160,SAMEA8103447,PRJEB43128,GCA_905315715.1,Contig,4.18887,43.5,,CAJNQN01,38,4198,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/315/715/GCA_905315715.1_NRS6160,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/315/715/GCF_905315715.1_NRS6160
