#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FRR B 2952","SAMN06472824","PRJNA377767","GCA_002114705.1","Contig",2.98206,37.9,,"NAUI01",14,2944,"2017-04-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/705/GCF_002114705.1_ASM211470v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N12-0588","SAMN09947925","PRJNA486730","GCA_003587105.1","Contig",2.87535,37.9,,"QYGO01",16,2802,"2018-09-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/587/105/GCF_003587105.1_ASM358710v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","L50","SAMN15816512","PRJNA657153","GCA_014269515.1","Contig",2.87417,37.9,,"JACOEU01",11,2688,"2020-08-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/269/515/GCA_014269515.1_ASM1426951v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/269/515/GCF_014269515.1_ASM1426951v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","n/a","SAMEA72805918","PRJEB19211","GCA_900162295.1","Contig",3.17251,37.8,,"FUIJ01",27,3151,"2017-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/162/295/GCA_900162295.1_15B09","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/295/GCF_900162295.1_15B09"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM-F-72","SAMN08801578","PRJNA374027","GCA_003189405.1","Contig",2.83894,37.9,,"QACD01",13,2751,"2018-06-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/189/405/GCF_003189405.1_ASM318940v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN046069","SAMN04543081","PRJNA304956","GCA_002530385.1","Contig",2.95937,37.9,,"NXRN01",14,2920,"2017-10-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/530/385/GCF_002530385.1_ASM253038v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","BCW_4761","SAMN03358300","PRJNA203445","GCA_001827665.1","Scaffold",2.95113,37.8,,"MJRE01",12,2909,"2016-09-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/827/665/GCF_001827665.1_ASM182766v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","1684/4","SAMN17136305","PRJNA686941","GCA_022096525.1","Scaffold",3.01101,37.8,,"JAEMWT01",34,2972,"2022-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/096/525/GCA_022096525.1_ASM2209652v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/096/525/GCF_022096525.1_ASM2209652v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ATCC 7644","SAMN06921414","PRJNA386027","GCA_002250305.1","Scaffold",2.96428,37.8,,"NGZM01",11,2896,"2017-08-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/305/GCF_002250305.1_ASM225030v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FRR B 2941","SAMN06472817","PRJNA377767","GCA_002114845.1","Contig",2.96464,37.8,,"NAUP01",13,2897,"2017-04-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/845/GCF_002114845.1_ASM211484v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","J0096","SAMN13941800","PRJNA590944","GCA_014526985.1","Contig",2.95992,37.9,,"JABXLZ01",10,2787,"2020-09-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/526/985/GCA_014526985.1_ASM1452698v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/526/985/GCF_014526985.1_ASM1452698v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN013587","SAMN02849527","PRJNA215355","GCA_003608555.1","Contig",3.0191,37.8,,"QUPU01",22,2987,"2018-10-02T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/608/555/GCF_003608555.1_ASM360855v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN046060","SAMN04543072","PRJNA304956","GCA_002529785.1","Scaffold",2.95881,37.8,,"NXRV01",13,2916,"2017-10-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/529/785/GCF_002529785.1_ASM252978v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN046080","SAMN04543092","PRJNA304956","GCA_002530285.1","Scaffold",2.9613,37.9,,"NXRC01",16,2925,"2017-10-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/530/285/GCF_002530285.1_ASM253028v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","A28","SAMN05410792","PRJNA329415","GCA_001711535.1","Contig",2.98445,37.9,,"MDOR01",18,2923,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/711/535/GCF_001711535.1_ASM171153v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","A520","SAMN05410827","PRJNA329415","GCA_001710165.1","Contig",2.9459,37.8,,"MDQV01",14,2905,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/710/165/GCF_001710165.1_ASM171016v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","A520-2","SAMN05410774","PRJNA329415","GCA_001710185.1","Contig",2.74409,37.8,,"MDQU01",15,2708,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/710/185/GCF_001710185.1_ASM171018v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","A538","SAMN05410813","PRJNA329415","GCA_001711785.1","Contig",2.9941,37.8,,"MDNO01",17,2948,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/711/785/GCF_001711785.1_ASM171178v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM41","SAMN05767734","PRJNA342739","GCA_001984485.1","Contig",2.96311,37.8,,"MJBT01",11,2893,"2017-02-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/485/GCF_001984485.1_ASM198448v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN046072","SAMN04543084","PRJNA304956","GCA_002530215.1","Scaffold",2.99993,37.9,,"NXRK01",14,2963,"2017-10-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/530/215/GCF_002530215.1_ASM253021v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN046063","SAMN04543075","PRJNA304956","GCA_002529735.1","Scaffold",3.00333,37.9,,"NXRT01",18,2963,"2017-10-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/529/735/GCF_002529735.1_ASM252973v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","L1027","SAMN18739448","PRJNA721800","GCA_022683895.1","Contig",2.90174,37.9,,"JAGSFW01",24,2849,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/683/895/GCA_022683895.1_ASM2268389v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/683/895/GCF_022683895.1_ASM2268389v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN046058","SAMN04543070","PRJNA304956","GCA_002529825.1","Scaffold",2.962,37.8,,"NXRW01",15,2923,"2017-10-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/529/825/GCF_002529825.1_ASM252982v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN046089","SAMN04543101","PRJNA304956","GCA_002523195.1","Scaffold",2.96317,37.8,,"NXQU01",17,2925,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/523/195/GCF_002523195.1_ASM252319v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","14SEL860LM","SAMN26429492","PRJNA808240","GCA_022500045.1","Contig",2.90198,37.9,,"JAKTOT01",23,2843,"2022-03-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/500/045/GCA_022500045.1_ASM2250004v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/500/045/GCF_022500045.1_ASM2250004v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","IN-RH-4-BK3","SAMN12630191","PRJNA561882","GCA_008270115.1","Contig",2.8624,38.1,,"VTIC01",16,2752,"2019-09-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/270/115/GCF_008270115.1_ASM827011v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0453","SAMN08934472","PRJNA447903","GCA_008754615.1","Contig",2.97062,37.9,,"QDBY01",14,2899,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/615/GCF_008754615.1_ASM875461v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0925","SAMN08934479","PRJNA447903","GCA_008754475.1","Contig",2.98407,37.9,,"QDBR01",15,2920,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/475/GCF_008754475.1_ASM875447v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0403","SAMN08934465","PRJNA447903","GCA_008754785.1","Contig",2.98176,37.9,,"QDCF01",13,2918,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/785/GCF_008754785.1_ASM875478v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1233","SAMN08934488","PRJNA447903","GCA_008754295.1","Contig",2.98188,37.9,,"QDBI01",18,2919,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/295/GCF_008754295.1_ASM875429v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1203","SAMN08934485","PRJNA447903","GCA_008754415.1","Contig",3.02255,37.8,,"QDBL01",26,2980,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/415/GCF_008754415.1_ASM875441v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0725","SAMN08934477","PRJNA447903","GCA_008754535.1","Contig",2.97953,37.9,,"QDBT01",18,2919,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/535/GCF_008754535.1_ASM875453v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1404","SAMN24731189","PRJNA795564","GCA_023839605.1","Scaffold",3.01981,37.9,,"JAKENU01",14,2940,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/605/GCA_023839605.1_ASM2383960v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/605/GCF_023839605.1_ASM2383960v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1637","SAMN08934505","PRJNA447903","GCA_008753985.1","Contig",3.01921,37.9,,"QDAR01",15,2938,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/753/985/GCF_008753985.1_ASM875398v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1542","SAMN08934500","PRJNA447903","GCA_008754095.1","Contig",3.02028,37.9,,"QDAW01",14,2938,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/095/GCF_008754095.1_ASM875409v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1514","SAMN08934495","PRJNA447903","GCA_008754165.1","Contig",3.01724,37.9,,"QDBB01",17,2937,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/165/GCF_008754165.1_ASM875416v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1509","SAMN08934494","PRJNA447903","GCA_008754185.1","Contig",3.01751,37.9,,"QDBC01",15,2938,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/185/GCF_008754185.1_ASM875418v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1459","SAMN08934492","PRJNA447903","GCA_008754235.1","Contig",3.0163,37.9,,"QDBE01",16,2940,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/235/GCF_008754235.1_ASM875423v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1249","SAMN08934489","PRJNA447903","GCA_008754285.1","Contig",3.01774,37.9,,"QDBH01",16,2940,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/285/GCF_008754285.1_ASM875428v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0250","SAMN08934460","PRJNA447903","GCA_008754885.1","Contig",2.92796,37.9,,"QDCK01",14,2850,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/885/GCF_008754885.1_ASM875488v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1728","SAMN24731191","PRJNA795564","GCA_023839565.1","Scaffold",3.01953,37.9,,"JAKENW01",16,2942,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/565/GCA_023839565.1_ASM2383956v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/565/GCF_023839565.1_ASM2383956v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1346","SAMN24731188","PRJNA795564","GCA_023839625.1","Scaffold",3.01721,37.9,,"JAKENT01",16,2941,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/625/GCA_023839625.1_ASM2383962v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/625/GCF_023839625.1_ASM2383962v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1604","SAMN24731186","PRJNA795564","GCA_023839665.1","Contig",3.05932,37.9,,"JAKENR01",15,2998,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/665/GCA_023839665.1_ASM2383966v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/665/GCF_023839665.1_ASM2383966v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1250","SAMN24731185","PRJNA795564","GCA_023839685.1","Scaffold",3.01865,37.9,,"JAKENQ01",17,2940,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/685/GCA_023839685.1_ASM2383968v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/685/GCF_023839685.1_ASM2383968v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1449","SAMN24731183","PRJNA795564","GCA_023839725.1","Scaffold",3.01665,37.9,,"JAKENO01",14,2940,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/725/GCA_023839725.1_ASM2383972v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/725/GCF_023839725.1_ASM2383972v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1457","SAMN24731181","PRJNA795564","GCA_023839745.1","Scaffold",3.01801,37.9,,"JAKENM01",18,2938,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/745/GCA_023839745.1_ASM2383974v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/745/GCF_023839745.1_ASM2383974v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1452","SAMN24731182","PRJNA795564","GCA_023839765.1","Scaffold",3.01634,37.9,,"JAKENN01",16,2940,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/765/GCA_023839765.1_ASM2383976v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/765/GCF_023839765.1_ASM2383976v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1201","SAMN24731180","PRJNA795564","GCA_023839785.1","Scaffold",3.06003,37.8,,"JAKENL01",18,3004,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/785/GCA_023839785.1_ASM2383978v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/785/GCF_023839785.1_ASM2383978v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1508","SAMN24731190","PRJNA795564","GCA_023839585.1","Scaffold",3.01737,37.9,,"JAKENV01",16,2939,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/585/GCA_023839585.1_ASM2383958v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/585/GCF_023839585.1_ASM2383958v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1620","SAMN08934504","PRJNA447903","GCA_008754005.1","Contig",2.95855,37.9,,"QDAS01",12,2894,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/005/GCF_008754005.1_ASM875400v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0476","SAMN08934473","PRJNA447903","GCA_008754645.1","Contig",3.05858,37.8,,"QDBX01",15,2992,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/645/GCF_008754645.1_ASM875464v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0263","SAMN08934461","PRJNA447903","GCA_008754835.1","Contig",2.97166,37.9,,"QDCJ01",12,2919,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/835/GCF_008754835.1_ASM875483v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN049269","SAMN04958377","PRJNA304956","GCA_002444795.1","Scaffold",3.01128,37.9,,"NYGT01",16,2952,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/444/795/GCF_002444795.1_CFSAN049269"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN049244","SAMN04958347","PRJNA304956","GCA_002444295.1","Contig",3.0033,37.9,,"NYHS01",18,2947,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/444/295/GCF_002444295.1_CFSAN049244"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN046021","SAMN04530847","PRJNA304956","GCA_002525895.1","Scaffold",2.91444,37.9,,"NXTA01",12,2871,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/525/895/GCF_002525895.1_ASM252589v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN049301","SAMN04958409","PRJNA304956","GCA_002444555.1","Scaffold",2.91753,37.9,,"NYFN01",17,2865,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/444/555/GCF_002444555.1_CFSAN049301"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0159","SAMN08934456","PRJNA447903","GCA_008754925.1","Contig",2.92597,37.9,,"QDCO01",13,2843,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/925/GCF_008754925.1_ASM875492v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0143","SAMN08934453","PRJNA447903","GCA_008755005.1","Contig",2.92394,37.9,,"QDCR01",13,2839,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/755/005/GCF_008755005.1_ASM875500v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1175","SAMN08934483","PRJNA447903","GCA_008754375.1","Contig",2.97012,37.9,,"QDBN01",14,2907,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/375/GCF_008754375.1_ASM875437v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM0322","SAMN08934462","PRJNA447903","GCA_008754825.1","Contig",2.96354,37.9,,"QDCI01",14,2890,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/825/GCF_008754825.1_ASM875482v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1822","SAMN24731223","PRJNA795564","GCA_023839825.1","Contig",2.97603,37.9,,"JAKENI01",11,2896,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/825/GCA_023839825.1_ASM2383982v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/825/GCF_023839825.1_ASM2383982v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1405","SAMN24731213","PRJNA795564","GCA_023839855.1","Contig",2.96797,37.9,,"JAKENH01",12,2896,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/839/855/GCA_023839855.1_ASM2383985v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/839/855/GCF_023839855.1_ASM2383985v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1016","SAMN08934480","PRJNA447903","GCA_008754485.1","Contig",2.98111,38,,"QDBQ01",14,2892,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/485/GCF_008754485.1_ASM875448v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1218","SAMN24731233","PRJNA795564","GCA_023838805.1","Contig",2.96795,37.9,,"JAKEPI01",12,2900,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/838/805/GCA_023838805.1_ASM2383880v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/838/805/GCF_023838805.1_ASM2383880v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1782","SAMN24731230","PRJNA795564","GCA_023838875.1","Contig",2.98135,38,,"JAKEPF01",16,2891,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/838/875/GCA_023838875.1_ASM2383887v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/838/875/GCF_023838875.1_ASM2383887v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1713","SAMN24731229","PRJNA795564","GCA_023838905.1","Scaffold",3.04161,37.9,,"JAKEPE01",15,2957,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/838/905/GCA_023838905.1_ASM2383890v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/838/905/GCF_023838905.1_ASM2383890v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1551","SAMN08934501","PRJNA447903","GCA_008754075.1","Contig",2.91598,37.9,,"QDAV01",10,2826,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/075/GCF_008754075.1_ASM875407v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1692","SAMN24731227","PRJNA795564","GCA_023838865.1","Scaffold",3.04256,37.9,,"JAKEPD01",15,2955,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/838/865/GCA_023838865.1_ASM2383886v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/838/865/GCF_023838865.1_ASM2383886v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1784","SAMN08934511","PRJNA447903","GCA_008753865.1","Contig",2.92569,37.9,,"QDAL01",13,2836,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/753/865/GCF_008753865.1_ASM875386v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1342","SAMN24731225","PRJNA795564","GCA_023838945.1","Contig",2.96613,37.9,,"JAKEPB01",13,2896,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/838/945/GCA_023838945.1_ASM2383894v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/838/945/GCF_023838945.1_ASM2383894v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1540","SAMN24731224","PRJNA795564","GCA_023838965.1","Contig",2.9664,37.9,,"JAKEPA01",14,2896,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/838/965/GCA_023838965.1_ASM2383896v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/838/965/GCF_023838965.1_ASM2383896v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1812","SAMN24731222","PRJNA795564","GCA_023838985.1","Contig",2.96832,37.9,,"JAKEOZ01",13,2899,"2022-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/838/985/GCA_023838985.1_ASM2383898v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/838/985/GCF_023838985.1_ASM2383898v1"
